id,name,category,subcategory,rarity,professions,region,short_uses,file_name
63444,Pilgrim's Shard 63444,Trophy,Fang,Common,Tailoring,Deepwatch,Monster proof used for bounties and turn-ins.,item_63444.png
63445,Pilgrim's Shard 63445,Quest,Quest Item,Common,Tailoring,Glimmerdeep canals,Objective item for contracts and errands.,item_63445.png
63446,Frostbound Ration 63446,Profession Tool,Tailor Kit,Common,Engineering,Emberford outskirts,Starter kit enabling profession actions.,item_63446.png
63447,Oathforged Charm 63447,Key,Copper Key,Common,Leatherworking,Glimmerdeep canals,Basic key used for side doors and caches.,item_63447.png
63448,Mireborn Ink 63448,Ingredient,Root,Uncommon,Tailoring,Frost Caverns,Common crafting input used across cooking and alchemy.,item_63448.png
63449,Stormkissed Needle 63449,Document,Ledger,Common,Jewelry,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_63449.png
63450,Dusk Pouch Amulet 63450,Gear,Amulet,Common,Engineering,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_63450.png
63451,Lanternlit Needle 63451,Trophy,Fang,Uncommon,Alchemy,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_63451.png
63452,Lanternlit Buckle Hood 63452,Gear,Cloth Hood,Common,Fishing,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_63452.png
63453,Hearthworn Stitch 63453,Material,Ingot,Common,Alchemy,Emberford markets,Core trade material used in many early recipes.,item_63453.png
63454,Frostbound Cog 63454,Consumable,Powder,Uncommon,Leatherworking,Emberford markets,Everyday field supply that reduces downtime.,item_63454.png
63455,Hearthworn Fillet 63455,Tool,Hammer,Rare,Herbalism,Frost Caverns,Utility item for travel salvage and exploration.,item_63455.png
63456,Rivercut Talisman 63456,Map,Cave Map,Uncommon,Engineering,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_63456.png
63457,Lanternlit Ration Wand 63457,Gear,Wand,Common,Cooking,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_63457.png
63458,Frostbound Pike 63458,Ingredient,Root,Common,Alchemy,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_63458.png
63459,Dusk Skein 63459,Key,Bone Key,Common,Herbalism,Saltmarrow strand,Basic key used for side doors and caches.,item_63459.png
63460,Frostbound Buckle 63460,Trinket,Stone,Common,Tailoring,Deepwatch,Minor passive charm with low-power utility.,item_63460.png
63461,Stormkissed Talisman 63461,Key,Bone Key,Uncommon,Smithing,Duskhollow bogs,Basic key used for side doors and caches.,item_63461.png
63462,Dusk Gizmo 63462,Tool,Hammer,Uncommon,Engineering,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_63462.png
63463,Hearthworn Rivet 63463,Ingredient,Resin,Common,Cooking,Deepwatch,Common crafting input used across cooking and alchemy.,item_63463.png
63464,Saltstained Seal 63464,Consumable,Bandage,Common,None,Bramblefold hedges,Everyday field supply that reduces downtime.,item_63464.png
63465,Rivercut Token 63465,Curio,Oddity,Common,Tailoring,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_63465.png
63466,Frostbound Carving 63466,Quest,Quest Item,Uncommon,Mining,Frost Caverns,Objective item for contracts and errands.,item_63466.png
63467,Bramble Cairn 63467,Document,Notice,Uncommon,Engineering,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_63467.png
63468,Warden's Brew 63468,Trophy,Fang,Common,Herbalism,Emberford markets,Monster proof used for bounties and turn-ins.,item_63468.png
63469,Lanternlit Rivet 63469,Trophy,Fang,Uncommon,Fishing,Emberford markets,Monster proof used for bounties and turn-ins.,item_63469.png
63470,Glimmering Cog 63470,Alchemy,Distillate,Common,Enchanting,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_63470.png
63471,Cinder Cairn 63471,Alchemy,Phial,Common,Alchemy,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_63471.png
63472,Dusk Ink 63472,Key,Iron Key,Rare,Fishing,Duskhollow bogs,Basic key used for side doors and caches.,item_63472.png
63473,Stormkissed Ledger 63473,Toy,Dice,Common,Leatherworking,Duskhollow bogs,Harmless fun item with small social value.,item_63473.png
63474,Oathforged Cog 63474,Ingredient,Grain,Common,None,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_63474.png
63475,Hearthworn Brew 63475,Profession Tool,Cooking Kit,Common,Jewelry,Ashen Ridge terraces,Starter kit enabling profession actions.,item_63475.png
63476,Saltstained Cog 63476,Consumable,Food,Common,Cooking,Emberford outskirts,Everyday field supply that reduces downtime.,item_63476.png
63477,Cinder Fillet 63477,Material,Glass,Uncommon,Leatherworking,Emberford markets,Core trade material used in many early recipes.,item_63477.png
63478,Pilgrim's Knot 63478,Material,Ore,Common,Fishing,Emberford outskirts,Core trade material used in many early recipes.,item_63478.png
63479,Ashen Stitch 63479,Profession Tool,Alchemy Kit,Uncommon,Enchanting,Glimmerdeep canals,Starter kit enabling profession actions.,item_63479.png
63480,Stormkissed Cairn 63480,Map,Harbor Chart,Common,Leatherworking,Deepwatch,Simple navigation aid that points to micro-locations.,item_63480.png
63481,Cinder Knife 63481,Curio,Oddity,Common,Herbalism,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_63481.png
63482,Rivercut Seal 63482,Map,Ruin Sketch,Rare,Enchanting,Saltmarrow tidepools,Simple navigation aid that points to micro-locations.,item_63482.png
63483,Lanternlit Pouch 63483,Trinket,Charm,Common,Smithing,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_63483.png
63484,Glimmering Knot 63484,Toy,Spin Top,Common,Jewelry,Ashen Ridge terraces,Harmless fun item with small social value.,item_63484.png
63485,Ashen Brew 63485,Ingredient,Grain,Common,Herbalism,Emberford markets,Common crafting input used across cooking and alchemy.,item_63485.png
63486,Warden's Pouch 63486,Consumable,Scroll,Uncommon,Cooking,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_63486.png
63487,Warden's Needle 63487,Consumable,Powder,Common,Engineering,Deepwatch,Everyday field supply that reduces downtime.,item_63487.png
63488,Bramble Ration 63488,Material,Ore,Rare,Leatherworking,Saltmarrow tidepools,Core trade material used in many early recipes.,item_63488.png
63489,Mireborn Knot 63489,Trinket,Charm,Common,Mining,Duskhollow bogs,Minor passive charm with low-power utility.,item_63489.png
63490,Lanternlit Skein 63490,Alchemy,Distillate,Uncommon,Jewelry,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_63490.png
63491,Frostbound Spice 63491,Profession Tool,Fishing Kit,Uncommon,Engineering,Glimmerdeep shore,Starter kit enabling profession actions.,item_63491.png
63492,Lanternlit Stitch 63492,Consumable,Salve,Common,Tailoring,Deepwatch,Everyday field supply that reduces downtime.,item_63492.png
63493,Glimmering Ration 63493,Trophy,Fang,Common,Mining,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_63493.png
63494,Frostbound Knife 63494,Material,Thread,Uncommon,Mining,Emberford outskirts,Core trade material used in many early recipes.,item_63494.png
63495,Market Ledger 63495,Ingredient,Fish,Uncommon,Cooking,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_63495.png
63496,Mireborn Brew 63496,Material,Ingot,Common,Smithing,Ashen Ridge terraces,Core trade material used in many early recipes.,item_63496.png
63497,Oathforged Spice 63497,Ingredient,Fish,Common,Jewelry,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_63497.png
63498,Market Totem 63498,Alchemy,Distillate,Uncommon,Alchemy,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_63498.png
63499,Frostbound Charm 63499,Toy,Spin Top,Uncommon,Leatherworking,Deepwatch,Harmless fun item with small social value.,item_63499.png
63500,Warden's Stitch 63500,Curio,Token,Uncommon,Enchanting,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_63500.png
63501,Frostbound Ink 63501,Key,Copper Key,Common,None,Saltmarrow strand,Basic key used for side doors and caches.,item_63501.png
63502,Saltstained Token 63502,Quest,Quest Item,Common,Enchanting,Saltmarrow strand,Objective item for contracts and errands.,item_63502.png
63503,Bramble Lantern 63503,Alchemy,Reagent,Common,Engineering,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_63503.png
63504,Lanternlit Brew 63504,Material,Leather,Common,Enchanting,Glimmerdeep canals,Core trade material used in many early recipes.,item_63504.png
63505,Market Knife 63505,Tool,Lockpick,Common,Cooking,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_63505.png
63506,Pilgrim's Ledger 63506,Curio,Charm,Uncommon,None,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_63506.png
63507,Pilgrim's Hook 63507,World Object,Totem,Common,Jewelry,Saltmarrow strand,Placeable/interactive world piece for events.,item_63507.png
63508,Dusk Gizmo 63508,Toy,Spin Top,Rare,Tailoring,Deepwatch,Harmless fun item with small social value.,item_63508.png
63509,Pilgrim's Talisman 63509,Key,Copper Key,Common,Mining,Saltmarrow strand,Basic key used for side doors and caches.,item_63509.png
63510,Dusk Tonic 63510,Quest,Quest Item,Common,Engineering,Bramblefold hedges,Objective item for contracts and errands.,item_63510.png
63511,Saltstained Charm 63511,Trophy,Claw,Uncommon,Fishing,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_63511.png
63512,Lanternlit Carving 63512,World Object,Totem,Common,Tailoring,Frostbriar trails,Placeable/interactive world piece for events.,item_63512.png
63513,Warden's Charm 63513,World Object,Cairn,Uncommon,None,Deepwatch,Placeable/interactive world piece for events.,item_63513.png
63514,Frostbound Brew 63514,Trinket,Stone,Uncommon,Tailoring,Glimmerdeep canals,Minor passive charm with low-power utility.,item_63514.png
63515,Rivercut Compass 63515,Profession Tool,Smith Kit,Uncommon,Engineering,Emberford markets,Starter kit enabling profession actions.,item_63515.png
63516,Market Ledger 63516,Map,Cave Map,Common,Mining,Frost Caverns,Simple navigation aid that points to micro-locations.,item_63516.png
63517,Mireborn Stitch 63517,Ingredient,Grain,Uncommon,Leatherworking,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_63517.png
63518,Hearthworn Ink 63518,Toy,Whistle,Common,Enchanting,Deepwatch,Harmless fun item with small social value.,item_63518.png
63519,Cinder Compass 63519,Material,Cloth Bolt,Uncommon,Jewelry,Frostbriar trails,Core trade material used in many early recipes.,item_63519.png
63520,Market Charm 63520,Alchemy,Distillate,Uncommon,Alchemy,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_63520.png
63521,Pilgrim's Hook 63521,Document,Map Scrap,Uncommon,Mining,Ashen Ridge terraces,Readable lore drop that hints at routes and secrets.,item_63521.png
63522,Stormkissed Hook 63522,Alchemy,Distillate,Common,Leatherworking,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_63522.png
63523,Hearthworn Pouch 63523,World Object,Marker,Uncommon,Leatherworking,Frostbriar trails,Placeable/interactive world piece for events.,item_63523.png
63524,Dusk Buckle 63524,Material,Glass,Common,Alchemy,Ashen Ridge terraces,Core trade material used in many early recipes.,item_63524.png
63525,Frostbound Rivet 63525,Toy,Dice,Common,Fishing,Frost Caverns,Harmless fun item with small social value.,item_63525.png
63526,Saltstained Lantern 63526,Consumable,Food,Common,Leatherworking,Saltmarrow tidepools,Everyday field supply that reduces downtime.,item_63526.png
63527,Rivercut Ledger 63527,Consumable,Bandage,Common,Herbalism,Frost Caverns,Everyday field supply that reduces downtime.,item_63527.png
63528,Bramble Ink 63528,Consumable,Scroll,Common,Cooking,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_63528.png
63529,Dusk Ration 63529,Curio,Figurine,Rare,Smithing,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_63529.png
63530,Stormkissed Cairn 63530,Tool,Rope,Common,Leatherworking,Bramblefold hedges,Utility item for travel salvage and exploration.,item_63530.png
63531,Warden's Ledger 63531,Map,Cave Map,Common,Leatherworking,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_63531.png
63532,Warden's Talisman 63532,Trophy,Fang,Uncommon,Mining,Frost Caverns,Monster proof used for bounties and turn-ins.,item_63532.png
63533,Oathforged Seal 63533,Material,Stone Block,Common,Alchemy,Ashen Ridge terraces,Core trade material used in many early recipes.,item_63533.png
63534,Ashen Ration Staff 63534,Gear,Staff,Uncommon,Leatherworking,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_63534.png
63535,Pilgrim's Stitch 63535,Trophy,Scale,Uncommon,Mining,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_63535.png
63536,Mireborn Hook Ring 63536,Gear,Ring,Uncommon,None,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_63536.png
63537,Hearthworn Rivet 63537,Document,Notice,Common,Alchemy,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_63537.png
63538,Dusk Seal 63538,Key,Copper Key,Common,Alchemy,Duskhollow bogs,Basic key used for side doors and caches.,item_63538.png
63539,Glimmering Talisman Dagger 63539,Gear,Dagger,Rare,Tailoring,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_63539.png
63540,Bramble Band 63540,Trophy,Fang,Uncommon,Cooking,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_63540.png
63541,Market Hook 63541,Tool,Saw,Common,None,Emberford markets,Utility item for travel salvage and exploration.,item_63541.png
63542,Saltstained Compass Robe 63542,Gear,Cloth Robe,Uncommon,Jewelry,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_63542.png
63543,Market Rivet 63543,Toy,Dice,Common,Cooking,Frostbriar trails,Harmless fun item with small social value.,item_63543.png
63544,Hearthworn Buckle 63544,Trinket,Stone,Uncommon,Smithing,Saltmarrow strand,Minor passive charm with low-power utility.,item_63544.png
63545,Rivercut Totem 63545,Curio,Figurine,Common,Engineering,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_63545.png
63546,Frostbound Buckle 63546,Trophy,Fang,Common,Cooking,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_63546.png
63547,Bramble Gizmo 63547,Key,Copper Key,Common,Tailoring,Emberford markets,Basic key used for side doors and caches.,item_63547.png
63548,Glimmering Seal 63548,Material,Ore,Rare,Cooking,Emberford markets,Core trade material used in many early recipes.,item_63548.png
63549,Stormkissed Hook 63549,Trinket,Sigil,Common,None,Emberford outskirts,Minor passive charm with low-power utility.,item_63549.png
63550,Oathforged Skein 63550,Toy,Whistle,Common,Cooking,Bramblefold hedges,Harmless fun item with small social value.,item_63550.png
63551,Frostbound Skein 63551,Quest,Quest Item,Common,Jewelry,Frost Caverns,Objective item for contracts and errands.,item_63551.png
63552,Hearthworn Carving 63552,World Object,Cairn,Common,Fishing,Glimmerdeep shore,Placeable/interactive world piece for events.,item_63552.png
63553,Market Needle 63553,Key,Bone Key,Uncommon,None,Frost Caverns,Basic key used for side doors and caches.,item_63553.png
63554,Frostbound Shard 63554,Map,Trail Map,Common,Enchanting,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_63554.png
63555,Glimmering Knife 63555,Document,Field Note,Common,Mining,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_63555.png
63556,Saltstained Compass 63556,World Object,Cache,Rare,Smithing,Deepwatch,Placeable/interactive world piece for events.,item_63556.png
63557,Mireborn Knife 63557,Toy,Wooden Doll,Rare,Alchemy,Saltmarrow tidepools,Harmless fun item with small social value.,item_63557.png
63558,Lanternlit Rivet 63558,Ingredient,Fish,Common,Cooking,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_63558.png
63559,Saltstained Spice 63559,Map,Harbor Chart,Common,Fishing,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_63559.png
63560,Lanternlit Balm 63560,Material,Oil,Rare,Cooking,Deepwatch,Core trade material used in many early recipes.,item_63560.png
63561,Pilgrim's Seal 63561,Toy,Wooden Doll,Rare,Alchemy,Bramblefold hedges,Harmless fun item with small social value.,item_63561.png
63562,Hearthworn Rivet 63562,Consumable,Potion,Common,Leatherworking,Frost Caverns,Everyday field supply that reduces downtime.,item_63562.png
63563,Rivercut Ration 63563,Ingredient,Berry,Uncommon,Fishing,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_63563.png
63564,Ashen Needle 63564,Trophy,Horn,Rare,Mining,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_63564.png
63565,Oathforged Stitch 63565,Ingredient,Mushroom,Common,Jewelry,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_63565.png
63566,Lanternlit Balm 63566,Consumable,Powder,Common,Jewelry,Frostbriar trails,Everyday field supply that reduces downtime.,item_63566.png
63567,Ashen Tonic 63567,Alchemy,Catalyst,Common,Smithing,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_63567.png
63568,Ashen Balm 63568,Map,Trail Map,Uncommon,Engineering,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_63568.png
63569,Stormkissed Ink 63569,Quest,Quest Item,Common,Leatherworking,Duskhollow bogs,Objective item for contracts and errands.,item_63569.png
63570,Lanternlit Knot 63570,Consumable,Salve,Common,Cooking,Duskhollow bogs,Everyday field supply that reduces downtime.,item_63570.png
63571,Rivercut Gizmo 63571,Map,Trail Map,Uncommon,Fishing,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_63571.png
63572,Stormkissed Cog 63572,World Object,Cache,Common,Herbalism,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_63572.png
63573,Saltstained Talisman 63573,Profession Tool,Cooking Kit,Uncommon,Jewelry,Emberford outskirts,Starter kit enabling profession actions.,item_63573.png
63574,Hearthworn Band 63574,Profession Tool,Fishing Kit,Rare,Mining,Deepwatch,Starter kit enabling profession actions.,item_63574.png
63575,Warden's Gizmo 63575,Consumable,Food,Common,Cooking,Emberford markets,Everyday field supply that reduces downtime.,item_63575.png
63576,Ashen Knife 63576,Key,Iron Key,Common,Leatherworking,Bramblefold hedges,Basic key used for side doors and caches.,item_63576.png
63577,Ashen Brew 63577,Trophy,Scale,Uncommon,Alchemy,Deepwatch,Monster proof used for bounties and turn-ins.,item_63577.png
63578,Glimmering Seal 63578,World Object,Totem,Common,Mining,Emberford outskirts,Placeable/interactive world piece for events.,item_63578.png
63579,Mireborn Band 63579,Toy,Dice,Uncommon,Leatherworking,Saltmarrow tidepools,Harmless fun item with small social value.,item_63579.png
63580,Lanternlit Needle 63580,Key,Salt Key,Common,None,Glimmerdeep canals,Basic key used for side doors and caches.,item_63580.png
63581,Ashen Charm 63581,Key,Copper Key,Common,Leatherworking,Saltmarrow strand,Basic key used for side doors and caches.,item_63581.png
63582,Bramble Skein 63582,Trophy,Fang,Common,None,Emberford markets,Monster proof used for bounties and turn-ins.,item_63582.png
63583,Glimmering Cairn 63583,Tool,Rope,Common,Engineering,Deepwatch,Utility item for travel salvage and exploration.,item_63583.png
63584,Ashen Lantern 63584,Trinket,Sigil,Common,Alchemy,Bramblefold hedges,Minor passive charm with low-power utility.,item_63584.png
63585,Ashen Ration 63585,Alchemy,Reagent,Common,Tailoring,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_63585.png
63586,Pilgrim's Rivet Staff 63586,Gear,Staff,Uncommon,Leatherworking,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_63586.png
63587,Stormkissed Totem 63587,Profession Tool,Leather Kit,Rare,Mining,Emberford outskirts,Starter kit enabling profession actions.,item_63587.png
63588,Warden's Carving 63588,Ingredient,Berry,Uncommon,Herbalism,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_63588.png
63589,Mireborn Ration 63589,Curio,Trinket Bit,Rare,Enchanting,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_63589.png
63590,Ashen Seal 63590,Trophy,Scale,Common,Leatherworking,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_63590.png
63591,Glimmering Hook 63591,Document,Prayer Slip,Common,Jewelry,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_63591.png
63592,Warden's Charm 63592,Curio,Charm,Common,Alchemy,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_63592.png
63593,Warden's Spice 63593,Curio,Relic,Uncommon,Leatherworking,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_63593.png
63594,Mireborn Totem 63594,Material,Thread,Uncommon,Enchanting,Ashen Ridge terraces,Core trade material used in many early recipes.,item_63594.png
63595,Ashen Fillet 63595,Consumable,Bandage,Rare,None,Emberford markets,Everyday field supply that reduces downtime.,item_63595.png
63596,Warden's Talisman 63596,Toy,Spin Top,Common,Tailoring,Deepwatch,Harmless fun item with small social value.,item_63596.png
63597,Rivercut Gizmo Sword 63597,Gear,Sword,Common,Mining,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_63597.png
63598,Dusk Tonic 63598,Curio,Relic,Common,Jewelry,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_63598.png
63599,Glimmering Buckle 63599,Key,Copper Key,Uncommon,Herbalism,Duskhollow bogs,Basic key used for side doors and caches.,item_63599.png
63600,Warden's Balm 63600,Ingredient,Berry,Common,Smithing,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_63600.png
63601,Rivercut Stitch 63601,Key,Iron Key,Uncommon,Engineering,Saltmarrow tidepools,Basic key used for side doors and caches.,item_63601.png
63602,Market Ink 63602,Trophy,Scale,Uncommon,Alchemy,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_63602.png
63603,Mireborn Compass 63603,Document,Letter,Common,Alchemy,Emberford markets,Readable lore drop that hints at routes and secrets.,item_63603.png
63604,Frostbound Ledger Dagger 63604,Gear,Dagger,Common,Alchemy,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_63604.png
63605,Bramble Shard 63605,Tool,Hammer,Rare,Engineering,Bramblefold hedges,Utility item for travel salvage and exploration.,item_63605.png
63606,Market Fillet 63606,Map,Cave Map,Uncommon,Enchanting,Saltmarrow tidepools,Simple navigation aid that points to micro-locations.,item_63606.png
63607,Pilgrim's Rivet 63607,Key,Salt Key,Uncommon,Herbalism,Frost Caverns,Basic key used for side doors and caches.,item_63607.png
63608,Oathforged Charm 63608,Document,Map Scrap,Common,Tailoring,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_63608.png
63609,Rivercut Totem 63609,Toy,Wooden Doll,Common,Fishing,Frostbriar trails,Harmless fun item with small social value.,item_63609.png
63610,Bramble Knife 63610,Tool,Rope,Common,Cooking,Frost Caverns,Utility item for travel salvage and exploration.,item_63610.png
63611,Warden's Pike 63611,Document,Ledger,Common,Engineering,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_63611.png
63612,Oathforged Rivet 63612,Profession Tool,Cooking Kit,Uncommon,Mining,Frostbriar trails,Starter kit enabling profession actions.,item_63612.png
63613,Frostbound Hook 63613,Tool,Knife,Uncommon,Tailoring,Frostbriar trails,Utility item for travel salvage and exploration.,item_63613.png
63614,Warden's Spice 63614,Material,Stone Block,Rare,Alchemy,Glimmerdeep shore,Core trade material used in many early recipes.,item_63614.png
63615,Saltstained Band 63615,Ingredient,Mushroom,Uncommon,Alchemy,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_63615.png
63616,Stormkissed Buckle 63616,Material,Stone Block,Uncommon,Smithing,Bramblefold hedges,Core trade material used in many early recipes.,item_63616.png
63617,Pilgrim's Cairn 63617,Tool,Lockpick,Common,Tailoring,Deepwatch,Utility item for travel salvage and exploration.,item_63617.png
63618,Dusk Token 63618,Curio,Charm,Uncommon,Smithing,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_63618.png
63619,Frostbound Needle 63619,Key,Copper Key,Rare,Cooking,Glimmerdeep canals,Basic key used for side doors and caches.,item_63619.png
63620,Frostbound Skein 63620,Trophy,Fang,Common,Smithing,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_63620.png
63621,Oathforged Balm 63621,Toy,Spin Top,Common,Jewelry,Ashen Ridge terraces,Harmless fun item with small social value.,item_63621.png
63622,Warden's Cairn 63622,Key,Bone Key,Uncommon,Leatherworking,Duskhollow bogs,Basic key used for side doors and caches.,item_63622.png
63623,Pilgrim's Needle 63623,Profession Tool,Cooking Kit,Rare,Cooking,Duskhollow bogs,Starter kit enabling profession actions.,item_63623.png
63624,Market Tonic Bow 63624,Gear,Bow,Common,Leatherworking,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_63624.png
63625,Bramble Carving 63625,Trinket,Charm,Common,Fishing,Emberford markets,Minor passive charm with low-power utility.,item_63625.png
63626,Stormkissed Cairn 63626,Curio,Trinket Bit,Common,Tailoring,Bramblefold hedges,Flavor drop that feeds quests vendors and collectors.,item_63626.png
63627,Oathforged Ink 63627,Toy,Dice,Common,None,Frost Caverns,Harmless fun item with small social value.,item_63627.png
63628,Hearthworn Brew 63628,Curio,Figurine,Rare,None,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_63628.png
63629,Market Tonic 63629,Alchemy,Catalyst,Uncommon,Enchanting,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_63629.png
63630,Lanternlit Knot 63630,World Object,Cache,Common,Leatherworking,Emberford outskirts,Placeable/interactive world piece for events.,item_63630.png
63631,Mireborn Brew 63631,Alchemy,Catalyst,Common,Jewelry,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_63631.png
63632,Dusk Skein 63632,Material,Glass,Common,Alchemy,Frost Caverns,Core trade material used in many early recipes.,item_63632.png
63633,Cinder Buckle 63633,Trophy,Claw,Common,Leatherworking,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_63633.png
63634,Bramble Fillet 63634,Consumable,Salve,Common,Engineering,Emberford outskirts,Everyday field supply that reduces downtime.,item_63634.png
63635,Cinder Pike 63635,Map,Trail Map,Common,Tailoring,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_63635.png
63636,Market Compass 63636,Consumable,Salve,Common,Smithing,Emberford outskirts,Everyday field supply that reduces downtime.,item_63636.png
63637,Market Cairn 63637,Curio,Figurine,Common,Smithing,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_63637.png
63638,Stormkissed Seal 63638,Tool,Knife,Common,Mining,Emberford outskirts,Utility item for travel salvage and exploration.,item_63638.png
63639,Rivercut Hook Mace 63639,Gear,Mace,Common,Cooking,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_63639.png
63640,Bramble Compass 63640,Map,Trail Map,Common,Fishing,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_63640.png
63641,Warden's Fillet 63641,World Object,Cache,Common,Tailoring,Deepwatch,Placeable/interactive world piece for events.,item_63641.png
63642,Lanternlit Tonic Wand 63642,Gear,Wand,Common,Jewelry,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_63642.png
63643,Lanternlit Rivet 63643,Document,Prayer Slip,Rare,Alchemy,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_63643.png
63644,Bramble Charm 63644,Trophy,Fang,Common,Mining,Deepwatch,Monster proof used for bounties and turn-ins.,item_63644.png
63645,Oathforged Compass 63645,Profession Tool,Alchemy Kit,Common,Enchanting,Bramblefold hedges,Starter kit enabling profession actions.,item_63645.png
63646,Saltstained Knife 63646,Tool,Knife,Common,Fishing,Frost Caverns,Utility item for travel salvage and exploration.,item_63646.png
63647,Cinder Ink Robe 63647,Gear,Cloth Robe,Uncommon,Engineering,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_63647.png
63648,Glimmering Compass 63648,Consumable,Food,Common,Tailoring,Emberford outskirts,Everyday field supply that reduces downtime.,item_63648.png
63649,Oathforged Rivet 63649,Key,Bone Key,Uncommon,Fishing,Duskhollow bogs,Basic key used for side doors and caches.,item_63649.png
