id,name,category,subcategory,rarity,professions,region,short_uses,file_name
71460,Marketfresh Lockpick (IV),Trinket,Charm,Common,Woodworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,trinket_marketfresh_lockpick_iv_71460.png
71461,Marketfresh Staff,Gear,Leather,Uncommon,Herbalism,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_marketfresh_staff_71461.png
71462,Marketfresh Cloak,Gear,Cloth,Uncommon,Mining,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_marketfresh_cloak_71462.png
71463,Sun-bleached Cloak (III),Ingredient,Hide,Uncommon,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_sun_bleached_cloak_iii_71463.png
71464,Marketfresh Scroll (III),Consumable,Potion,Rare,Woodworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,consumable_marketfresh_scroll_iii_71464.png
71465,Frosted Key (I),Consumable,Potion,Common,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_frosted_key_i_71465.png
71466,Briarbound Tonic,Gear,Cloth,Common,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_briarbound_tonic_71466.png
71467,Frosted Vial,Gear,Axe,Common,Mining,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_frosted_vial_71467.png
71468,Glimmering Longbow,Ingredient,Ore,Uncommon,Herbalism,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_glimmering_longbow_71468.png
71469,Saltworn Thread,Gear,Bow,Uncommon,Leatherworking,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_saltworn_thread_71469.png
71470,Emberlit Gloves (II),Material,Ingot,Common,Enchanting,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_emberlit_gloves_ii_71470.png
71471,Sun-bleached Amulet (IV),Gear,Sword,Common,Mining,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_sun_bleached_amulet_iv_71471.png
71472,Frosted Lantern (IV),Gear,Plate,Uncommon,Alchemy,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_frosted_lantern_iv_71472.png
71473,Sun-bleached Boots,Gear,Axe,Rare,Tailoring,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_sun_bleached_boots_71473.png
71474,Sun-bleached Salve,Quest,Quest Item,Uncommon,Smithing,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,quest_sun_bleached_salve_71474.png
71475,Dusk-hushed Cloak (II),Consumable,Food,Common,Leatherworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,consumable_dusk_hushed_cloak_ii_71475.png
71476,Frosted Ration,Profession Tool,Kit,Common,Alchemy,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,profession tool_frosted_ration_71476.png
71477,Saltworn Helm,Ingredient,Herb,Rare,Alchemy,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,ingredient_saltworn_helm_71477.png
71478,Frosted Vial,Material,Leatherworking,Uncommon,Cooking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,material_frosted_vial_71478.png
71479,Stormbit Vial (I),Gear,Staff,Common,Tailoring,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_vial_i_71479.png
71480,Frosted Ration,Gear,Plate,Common,Cooking,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_frosted_ration_71480.png
71481,Marketfresh Charm (I),Gear,Sword,Uncommon,Cooking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_charm_i_71481.png
71482,Glimmering Gloves,Quest,Quest Item,Common,Mining,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,quest_glimmering_gloves_71482.png
71483,Emberlit Cuirass (II),Gear,Cloth,Uncommon,Herbalism,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_emberlit_cuirass_ii_71483.png
71484,Briarbound Ingot,Key,Key,Rare,Enchanting,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,key_briarbound_ingot_71484.png
71485,Frosted Tonic,Consumable,Potion,Uncommon,Cooking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,consumable_frosted_tonic_71485.png
71486,Dusk-hushed Legwraps (III),Profession Tool,Kit,Rare,Herbalism,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,profession tool_dusk_hushed_legwraps_iii_71486.png
71487,Sun-bleached Legwraps (III),Gear,Mail,Rare,None,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_sun_bleached_legwraps_iii_71487.png
71488,Glimmering Gambeson (IV),Ingredient,Wood,Uncommon,Tailoring,Frostbriar_Reach,Utility item that supports exploration and downtime.,ingredient_glimmering_gambeson_iv_71488.png
71489,Saltworn Cloak (II),Consumable,Food,Common,Alchemy,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,consumable_saltworn_cloak_ii_71489.png
71490,Stormbit Key,Gear,Shield,Rare,Woodworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_stormbit_key_71490.png
71491,Gravemark Longbow,Gear,Axe,Uncommon,Leatherworking,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_longbow_71491.png
71492,Emberlit Cuirass,Consumable,Food,Rare,Leatherworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,consumable_emberlit_cuirass_71492.png
71493,Marketfresh Shortsword,Gear,Leather,Uncommon,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,gear_marketfresh_shortsword_71493.png
71494,Saltworn Ration,Gear,Plate,Common,Herbalism,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_saltworn_ration_71494.png
71495,Stormbit Salve (III),Consumable,Potion,Common,Woodworking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_stormbit_salve_iii_71495.png
71496,Mire-slick Vial (II),Map,Map,Common,Mining,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,map_mire_slick_vial_ii_71496.png
71497,Dusk-hushed Charm (IV),Profession Tool,Kit,Uncommon,Smithing,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,profession tool_dusk_hushed_charm_iv_71497.png
71498,Emberlit Cloak,Material,Leatherworking,Uncommon,Herbalism,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_emberlit_cloak_71498.png
71499,Mire-slick Thread (III),Gear,Plate,Common,Tailoring,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_mire_slick_thread_iii_71499.png
71500,Emberlit Buckler,Gear,Mail,Uncommon,Woodworking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_emberlit_buckler_71500.png
71501,Glimmering Helm,Ingredient,Ore,Uncommon,Enchanting,Saltmarrow_Strand,Crafting component used across multiple recipes.,ingredient_glimmering_helm_71501.png
71502,Briarbound Buckler,Material,Thread,Common,Smithing,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,material_briarbound_buckler_71502.png
71503,Dusk-hushed Ring (I),Gear,Mail,Common,Herbalism,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,gear_dusk_hushed_ring_i_71503.png
71504,Saltworn Staff,Ingredient,Wood,Common,Tailoring,Emberford_Marketwalk,Crafting component used across multiple recipes.,ingredient_saltworn_staff_71504.png
71505,Briarbound Hatchet,Gear,Mace,Rare,None,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_briarbound_hatchet_71505.png
71506,Emberlit Salve,Gear,Axe,Common,Alchemy,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_emberlit_salve_71506.png
71507,Sun-bleached Buckler,Gear,Mace,Common,Mining,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_buckler_71507.png
71508,Dusk-hushed Map (I),Gear,Dagger,Common,Herbalism,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_map_i_71508.png
71509,Glimmering Salve,Consumable,Bandage,Uncommon,Smithing,Emberford_Marketwalk,Utility item that supports exploration and downtime.,consumable_glimmering_salve_71509.png
71510,Saltworn Lantern (I),Profession Tool,Kit,Rare,None,Emberford_Marketwalk,Crafting component used across multiple recipes.,profession tool_saltworn_lantern_i_71510.png
71511,Stormbit Shortsword,Tool,Utility,Common,Cooking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,tool_stormbit_shortsword_71511.png
71512,Frosted Buckler,Gear,Dagger,Uncommon,Mining,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_frosted_buckler_71512.png
71513,Ashen Amulet,Gear,Axe,Common,Leatherworking,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_ashen_amulet_71513.png
71514,Saltworn Buckler,Material,Leatherworking,Uncommon,Leatherworking,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_saltworn_buckler_71514.png
71515,Saltworn Bandage (I),Material,Leatherworking,Common,Smithing,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,material_saltworn_bandage_i_71515.png
71516,Briarbound Key (II),Gear,Shield,Rare,Woodworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_briarbound_key_ii_71516.png
71517,Dusk-hushed Ration (III),Trinket,Charm,Uncommon,Cooking,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,trinket_dusk_hushed_ration_iii_71517.png
71518,Stormbit Staff,Gear,Polearm,Common,Leatherworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_staff_71518.png
71519,Mire-slick Ingot (III),Gear,Mace,Rare,Alchemy,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_mire_slick_ingot_iii_71519.png
71520,Gravemark Vial (I),Key,Key,Rare,Herbalism,Frostbriar_Reach,Crafting component used across multiple recipes.,key_gravemark_vial_i_71520.png
71521,Frosted Amulet,Material,Leatherworking,Uncommon,Leatherworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,material_frosted_amulet_71521.png
71522,Sun-bleached Ingot,Trinket,Charm,Uncommon,Tailoring,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,trinket_sun_bleached_ingot_71522.png
71523,Mire-slick Hatchet (II),Ingredient,Herb,Uncommon,Mining,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_mire_slick_hatchet_ii_71523.png
71524,Glimmering Ring,Document,Scroll,Uncommon,Leatherworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,document_glimmering_ring_71524.png
71525,Gravemark Buckler,Gear,Bow,Common,None,Saltmarrow_Strand,Crafting component used across multiple recipes.,gear_gravemark_buckler_71525.png
71526,Dusk-hushed Ingot,Ingredient,Wood,Uncommon,Enchanting,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_dusk_hushed_ingot_71526.png
71527,Sun-bleached Ingot,Gear,Polearm,Common,Enchanting,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_sun_bleached_ingot_71527.png
71528,Frosted Scroll,Gear,Dagger,Uncommon,Alchemy,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_frosted_scroll_71528.png
71529,Dusk-hushed Charm,Gear,Staff,Common,Enchanting,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_dusk_hushed_charm_71529.png
71530,Emberlit Ingot,Gear,Cloth,Rare,Leatherworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_emberlit_ingot_71530.png
71531,Marketfresh Gambeson,Gear,Bow,Rare,Herbalism,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_gambeson_71531.png
71532,Ashen Salve,Gear,Mail,Common,Woodworking,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_ashen_salve_71532.png
71533,Briarbound Gambeson (IV),Material,Thread,Uncommon,Tailoring,Saltmarrow_Strand,Utility item that supports exploration and downtime.,material_briarbound_gambeson_iv_71533.png
71534,Frosted Staff (III),Consumable,Bandage,Common,Enchanting,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,consumable_frosted_staff_iii_71534.png
71535,Marketfresh Hatchet (I),Trinket,Charm,Rare,Herbalism,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,trinket_marketfresh_hatchet_i_71535.png
71536,Emberlit Thread,Gear,Polearm,Uncommon,Tailoring,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_emberlit_thread_71536.png
71537,Ashen Longbow,Gear,Mace,Rare,None,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_ashen_longbow_71537.png
71538,Mire-slick Longbow,Consumable,Bandage,Common,Tailoring,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,consumable_mire_slick_longbow_71538.png
71539,Marketfresh Helm,Gear,Polearm,Uncommon,Enchanting,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_marketfresh_helm_71539.png
71540,Glimmering Scroll (II),Gear,Shield,Uncommon,Leatherworking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_scroll_ii_71540.png
71541,Dusk-hushed Tonic,Ingredient,Ore,Uncommon,Cooking,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,ingredient_dusk_hushed_tonic_71541.png
71542,Mire-slick Legwraps (III),Material,Thread,Common,Enchanting,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,material_mire_slick_legwraps_iii_71542.png
71543,Emberlit Hatchet,Ingredient,Ore,Common,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,ingredient_emberlit_hatchet_71543.png
71544,Stormbit Charm,Gear,Leather,Rare,Smithing,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_stormbit_charm_71544.png
71545,Briarbound Shortsword,Quest,Quest Item,Uncommon,Alchemy,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,quest_briarbound_shortsword_71545.png
71546,Gravemark Map,Ingredient,Herb,Uncommon,Tailoring,Saltmarrow_Strand,Utility item that supports exploration and downtime.,ingredient_gravemark_map_71546.png
71547,Frosted Tonic,Consumable,Food,Common,Mining,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,consumable_frosted_tonic_71547.png
71548,Emberlit Staff,Profession Tool,Kit,Common,Cooking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,profession tool_emberlit_staff_71548.png
71549,Marketfresh Lantern,Material,Ingot,Uncommon,Herbalism,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,material_marketfresh_lantern_71549.png
71550,Gravemark Vial,Gear,Polearm,Common,Herbalism,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,gear_gravemark_vial_71550.png
71551,Glimmering Ingot,Ingredient,Hide,Common,Leatherworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,ingredient_glimmering_ingot_71551.png
71552,Glimmering Helm (II),Gear,Axe,Common,None,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_glimmering_helm_ii_71552.png
71553,Glimmering Gloves,Gear,Sword,Uncommon,Herbalism,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_gloves_71553.png
71554,Gravemark Map,Ingredient,Wood,Uncommon,Smithing,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_gravemark_map_71554.png
71555,Stormbit Longbow (III),Material,Thread,Uncommon,Woodworking,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,material_stormbit_longbow_iii_71555.png
71556,Ashen Ring,Gear,Mace,Common,Tailoring,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_ashen_ring_71556.png
71557,Ashen Scroll,Gear,Leather,Common,Herbalism,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_ashen_scroll_71557.png
71558,Mire-slick Legwraps (II),Gear,Bow,Common,Cooking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_mire_slick_legwraps_ii_71558.png
71559,Dusk-hushed Hatchet,Profession Tool,Kit,Uncommon,Woodworking,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,profession tool_dusk_hushed_hatchet_71559.png
71560,Marketfresh Lockpick,Gear,Plate,Common,Leatherworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,gear_marketfresh_lockpick_71560.png
71561,Frosted Buckler (III),Consumable,Potion,Rare,Herbalism,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,consumable_frosted_buckler_iii_71561.png
71562,Sun-bleached Longbow,Gear,Cloth,Uncommon,Tailoring,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,gear_sun_bleached_longbow_71562.png
71563,Glimmering Key,Gear,Mail,Rare,Smithing,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,gear_glimmering_key_71563.png
71564,Sun-bleached Helm (II),Gear,Dagger,Common,Mining,Saltmarrow_Strand,Uncommon upgrade that rounds out leveling builds.,gear_sun_bleached_helm_ii_71564.png
71565,Mire-slick Tonic,Gear,Leather,Rare,Alchemy,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_mire_slick_tonic_71565.png
71566,Sun-bleached Salve,Ingredient,Wood,Uncommon,Alchemy,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_sun_bleached_salve_71566.png
71567,Saltworn Thread (III),Gear,Mace,Common,Smithing,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_saltworn_thread_iii_71567.png
71568,Mire-slick Amulet,Ingredient,Wood,Uncommon,Cooking,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_mire_slick_amulet_71568.png
71569,Briarbound Lockpick,Profession Tool,Kit,Uncommon,Mining,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,profession tool_briarbound_lockpick_71569.png
71570,Dusk-hushed Amulet,Ingredient,Hide,Rare,Smithing,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_dusk_hushed_amulet_71570.png
71571,Saltworn Hatchet,Map,Map,Rare,Enchanting,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,map_saltworn_hatchet_71571.png
71572,Dusk-hushed Legwraps (IV),Consumable,Bandage,Rare,Mining,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,consumable_dusk_hushed_legwraps_iv_71572.png
71573,Saltworn Amulet,Gear,Mail,Uncommon,Tailoring,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_saltworn_amulet_71573.png
71574,Briarbound Gambeson,Material,Leatherworking,Common,Cooking,Frostbriar_Reach,Baseline vendor stock; reliable in the first tiers.,material_briarbound_gambeson_71574.png
71575,Saltworn Thread (III),Gear,Sword,Common,Leatherworking,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_saltworn_thread_iii_71575.png
71576,Sun-bleached Ingot,Quest,Quest Item,Common,Herbalism,Emberford_Marketwalk,Utility item that supports exploration and downtime.,quest_sun_bleached_ingot_71576.png
71577,Ashen Cuirass,Consumable,Bandage,Uncommon,Enchanting,Frostbriar_Reach,Utility item that supports exploration and downtime.,consumable_ashen_cuirass_71577.png
71578,Mire-slick Lockpick (II),Gear,Shield,Rare,Mining,Frostbriar_Reach,Utility item that supports exploration and downtime.,gear_mire_slick_lockpick_ii_71578.png
71579,Glimmering Key (II),Key,Key,Uncommon,Enchanting,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,key_glimmering_key_ii_71579.png
71580,Stormbit Hatchet,Material,Leatherworking,Uncommon,Tailoring,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,material_stormbit_hatchet_71580.png
71581,Glimmering Thread (III),Gear,Shield,Uncommon,None,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_glimmering_thread_iii_71581.png
71582,Glimmering Helm (III),Gear,Dagger,Common,Enchanting,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,gear_glimmering_helm_iii_71582.png
71583,Marketfresh Buckler,Gear,Shield,Uncommon,Cooking,Emberford_Marketwalk,Crafting component used across multiple recipes.,gear_marketfresh_buckler_71583.png
71584,Dusk-hushed Helm (IV),Gear,Mace,Rare,Woodworking,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_helm_iv_71584.png
71585,Dusk-hushed Cloak,Material,Ingot,Common,None,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,material_dusk_hushed_cloak_71585.png
71586,Emberlit Ring (IV),Profession Tool,Kit,Common,Tailoring,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,profession tool_emberlit_ring_iv_71586.png
71587,Marketfresh Map,Gear,Shield,Rare,None,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_marketfresh_map_71587.png
71588,Stormbit Legwraps,Map,Map,Uncommon,Enchanting,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,map_stormbit_legwraps_71588.png
71589,Saltworn Boots,Map,Map,Rare,Mining,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,map_saltworn_boots_71589.png
71590,Sun-bleached Cuirass,Quest,Quest Item,Uncommon,Tailoring,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,quest_sun_bleached_cuirass_71590.png
71591,Marketfresh Legwraps,Key,Key,Common,Cooking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,key_marketfresh_legwraps_71591.png
71592,Ashen Hatchet,Ingredient,Ore,Uncommon,Herbalism,Saltmarrow_Strand,Baseline vendor stock; reliable in the first tiers.,ingredient_ashen_hatchet_71592.png
71593,Saltworn Ring,Ingredient,Wood,Uncommon,Mining,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_saltworn_ring_71593.png
71594,Ashen Tonic,Gear,Staff,Common,Smithing,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,gear_ashen_tonic_71594.png
71595,Dusk-hushed Ration (IV),Gear,Dagger,Rare,Mining,Emberford_Marketwalk,Uncommon upgrade that rounds out leveling builds.,gear_dusk_hushed_ration_iv_71595.png
71596,Dusk-hushed Helm,Map,Map,Rare,Smithing,Frostbriar_Reach,Uncommon upgrade that rounds out leveling builds.,map_dusk_hushed_helm_71596.png
71597,Glimmering Scroll,Gear,Cloth,Uncommon,Woodworking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_glimmering_scroll_71597.png
71598,Dusk-hushed Longbow,Material,Ingot,Common,Mining,Frostbriar_Reach,Utility item that supports exploration and downtime.,material_dusk_hushed_longbow_71598.png
71599,Glimmering Gambeson,Ingredient,Ore,Rare,Woodworking,Glimmerdeep_Mire,Common drop from humanoids and beasts; fuels crafting loops.,ingredient_glimmering_gambeson_71599.png
71600,Sun-bleached Longbow,Gear,Dagger,Uncommon,Herbalism,Glimmerdeep_Mire,Baseline vendor stock; reliable in the first tiers.,gear_sun_bleached_longbow_71600.png
71601,Dusk-hushed Tonic (III),Material,Ingot,Uncommon,None,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,material_dusk_hushed_tonic_iii_71601.png
71602,Dusk-hushed Bandage,Gear,Plate,Uncommon,Leatherworking,Glimmerdeep_Mire,Utility item that supports exploration and downtime.,gear_dusk_hushed_bandage_71602.png
71603,Emberlit Ration,Gear,Cloth,Uncommon,Herbalism,Glimmerdeep_Mire,Crafting component used across multiple recipes.,gear_emberlit_ration_71603.png
71604,Ashen Lockpick,Material,Thread,Uncommon,Tailoring,Emberford_Marketwalk,Crafting component used across multiple recipes.,material_ashen_lockpick_71604.png
71605,Gravemark Lantern,Gear,Bow,Uncommon,Herbalism,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_gravemark_lantern_71605.png
71606,Glimmering Map,Consumable,Food,Common,Alchemy,Saltmarrow_Strand,Crafting component used across multiple recipes.,consumable_glimmering_map_71606.png
71607,Mire-slick Buckler (II),Gear,Bow,Common,Woodworking,Frostbriar_Reach,Crafting component used across multiple recipes.,gear_mire_slick_buckler_ii_71607.png
71608,Mire-slick Charm (III),Tool,Utility,Rare,Alchemy,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,tool_mire_slick_charm_iii_71608.png
71609,Saltworn Thread,Gear,Mail,Rare,Tailoring,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_saltworn_thread_71609.png
71610,Glimmering Thread,Gear,Shield,Common,Enchanting,Emberford_Marketwalk,Baseline vendor stock; reliable in the first tiers.,gear_glimmering_thread_71610.png
71611,Dusk-hushed Ration (II),Ingredient,Herb,Rare,Smithing,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,ingredient_dusk_hushed_ration_ii_71611.png
71612,Frosted Buckler,Tool,Utility,Uncommon,Leatherworking,Frostbriar_Reach,Rare dungeon-worthy piece for midgame milestones.,tool_frosted_buckler_71612.png
71613,Saltworn Helm,Gear,Cloth,Common,Woodworking,Frostbriar_Reach,Common drop from humanoids and beasts; fuels crafting loops.,gear_saltworn_helm_71613.png
71614,Frosted Legwraps (II),Gear,Axe,Common,Enchanting,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_frosted_legwraps_ii_71614.png
71615,Dusk-hushed Amulet (III),Ingredient,Herb,Common,Leatherworking,Emberford_Marketwalk,Utility item that supports exploration and downtime.,ingredient_dusk_hushed_amulet_iii_71615.png
71616,Marketfresh Cuirass,Gear,Staff,Common,Leatherworking,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_cuirass_71616.png
71617,Sun-bleached Bandage (I),Material,Thread,Uncommon,Smithing,Emberford_Marketwalk,Rare dungeon-worthy piece for midgame milestones.,material_sun_bleached_bandage_i_71617.png
71618,Marketfresh Gloves,Consumable,Bandage,Uncommon,Cooking,Saltmarrow_Strand,Common drop from humanoids and beasts; fuels crafting loops.,consumable_marketfresh_gloves_71618.png
71619,Emberlit Helm (IV),Gear,Cloth,Uncommon,Cooking,Saltmarrow_Strand,Utility item that supports exploration and downtime.,gear_emberlit_helm_iv_71619.png
71620,Sun-bleached Cloak (I),Trinket,Charm,Rare,None,Glimmerdeep_Mire,Crafting component used across multiple recipes.,trinket_sun_bleached_cloak_i_71620.png
71621,Marketfresh Buckler (IV),Gear,Leather,Rare,Mining,Emberford_Marketwalk,Common drop from humanoids and beasts; fuels crafting loops.,gear_marketfresh_buckler_iv_71621.png
71622,Marketfresh Ring,Trinket,Charm,Uncommon,Mining,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,trinket_marketfresh_ring_71622.png
71623,Marketfresh Vial,Document,Scroll,Rare,Leatherworking,Glimmerdeep_Mire,Rare dungeon-worthy piece for midgame milestones.,document_marketfresh_vial_71623.png
71624,Marketfresh Vial,Gear,Polearm,Uncommon,Enchanting,Glimmerdeep_Mire,Uncommon upgrade that rounds out leveling builds.,gear_marketfresh_vial_71624.png
71625,Ashen Cuirass,Quest,Quest Item,Common,Enchanting,Saltmarrow_Strand,Rare dungeon-worthy piece for midgame milestones.,quest_ashen_cuirass_71625.png
